entry ,species,chemical,light,tissue,mass,log.mass
2967,C.fasciculata,none,open,total,81,4.406719247
2968,C.fasciculata,none,open,root.shoot,0.472727273,0.38711597
2969,S.scheelei,none,open,below,16,2.833213344
2970,S.scheelei,none,open,above,16,2.833213344
2971,S.scheelei,none,open,total,32,3.496507561
2972,S.scheelei,none,open,root.shoot,1,0.693147181
2973,M.maximus,none,open,below,18,2.944438979
2974,M.maximus,none,open,above,61,4.127134385
2975,M.maximus,none,open,total,79,4.382026635
2976,M.maximus,none,open,root.shoot,0.295081967,0.258573988
2977,X.texanum,crude,shade,below,NA,NA
2978,X.texanum,crude,shade,above,NA,NA
2979,X.texanum,crude,shade,total,NA,NA
2980,X.texanum,crude,shade,root.shoot,NA,NA
2981,C.fasciculata,crude,shade,below,NA,NA
2982,C.fasciculata,crude,shade,above,NA,NA
2983,C.fasciculata,crude,shade,total,NA,NA
2984,C.fasciculata,crude,shade,root.shoot,NA,NA
2985,S.scheelei,crude,shade,below,NA,NA
2986,S.scheelei,crude,shade,above,NA,NA
2987,S.scheelei,crude,shade,total,NA,NA
2988,S.scheelei,crude,shade,root.shoot,NA,NA
2989,M.maximus,crude,shade,below,NA,NA
2990,M.maximus,crude,shade,above,NA,NA
2991,M.maximus,crude,shade,total,NA,NA
2992,M.maximus,crude,shade,root.shoot,NA,NA
2993,X.texanum,standard,shade,below,NA,NA
2994,X.texanum,standard,shade,above,NA,NA
2995,X.texanum,standard,shade,total,NA,NA
2996,X.texanum,standard,shade,root.shoot,NA,NA
2997,C.fasciculata,standard,shade,below,NA,NA
2998,C.fasciculata,standard,shade,above,NA,NA
2999,C.fasciculata,standard,shade,total,NA,NA
3000,C.fasciculata,standard,shade,root.shoot,NA,NA
3001,S.scheelei,standard,shade,below,2,1.098612289
3002,S.scheelei,standard,shade,above,1.9,1.064710737
3003,S.scheelei,standard,shade,total,3.9,1.589235205
3004,S.scheelei,standard,shade,root.shoot,1.052631579,0.719122667
3005,M.maximus,standard,shade,below,NA,NA
3006,M.maximus,standard,shade,above,NA,NA
3007,M.maximus,standard,shade,total,NA,NA
3008,M.maximus,standard,shade,root.shoot,NA,NA
3009,X.texanum,none,shade,below,NA,NA
3010,X.texanum,none,shade,above,NA,NA
3011,X.texanum,none,shade,total,NA,NA
3012,X.texanum,none,shade,root.shoot,NA,NA
3013,C.fasciculata,none,shade,below,0.9,0.641853886
3014,C.fasciculata,none,shade,above,4.4,1.686398954
3015,C.fasciculata,none,shade,total,5.3,1.840549633
3016,C.fasciculata,none,shade,root.shoot,0.204545455,0.18610228
3017,S.scheelei,none,shade,below,1.6,0.955511445
3018,S.scheelei,none,shade,above,1.9,1.064710737
3019,S.scheelei,none,shade,total,3.5,1.504077397
3020,S.scheelei,none,shade,root.shoot,0.842105263,0.610909082
3021,M.maximus,none,shade,below,0.7,0.530628251
3022,M.maximus,none,shade,above,3.7,1.547562509
3023,M.maximus,none,shade,total,4.4,1.686398954
3024,M.maximus,none,shade,root.shoot,0.189189189,0.173271721
3025,X.texanum,crude,open,below,NA,NA
3026,X.texanum,crude,open,above,NA,NA
3027,X.texanum,crude,open,total,NA,NA
3028,X.texanum,crude,open,root.shoot,NA,NA
3029,C.fasciculata,crude,open,below,11,2.48490665
3030,C.fasciculata,crude,open,above,51,3.951243719
3031,C.fasciculata,crude,open,total,62,4.143134726
3032,C.fasciculata,crude,open,root.shoot,0.215686275,0.195308753
3033,S.scheelei,crude,open,below,8,2.197224577
3034,S.scheelei,crude,open,above,13,2.63905733
3035,S.scheelei,crude,open,total,21,3.091042453
3036,S.scheelei,crude,open,root.shoot,0.615384615,0.47957308
3037,M.maximus,crude,open,below,78,4.369447852
3038,M.maximus,crude,open,above,84,4.442651256
3039,M.maximus,crude,open,total,162,5.093750201
3040,M.maximus,crude,open,root.shoot,0.928571429,0.656779537
3041,X.texanum,standard,open,below,NA,NA
3042,X.texanum,standard,open,above,NA,NA
3043,X.texanum,standard,open,total,NA,NA
3044,X.texanum,standard,open,root.shoot,NA,NA
3045,C.fasciculata,standard,open,below,48,3.891820298
3046,C.fasciculata,standard,open,above,87,4.477336814
3047,C.fasciculata,standard,open,total,135,4.912654886
3048,C.fasciculata,standard,open,root.shoot,0.551724138,0.43936666
3049,S.scheelei,standard,open,below,22,3.135494216
3050,S.scheelei,standard,open,above,28,3.36729583
3051,S.scheelei,standard,open,total,50,3.931825633
3052,S.scheelei,standard,open,root.shoot,0.785714286,0.579818495
3053,M.maximus,standard,open,below,79,4.382026635
3054,M.maximus,standard,open,above,146,4.990432587
3055,M.maximus,standard,open,total,225,5.420534999
3056,M.maximus,standard,open,root.shoot,0.54109589,0.43249378
3057,X.texanum,none,open,below,NA,NA
3058,X.texanum,none,open,above,NA,NA
3059,X.texanum,none,open,total,NA,NA
3060,X.texanum,none,open,root.shoot,NA,NA
3061,C.fasciculata,none,open,below,6,1.945910149
3062,C.fasciculata,none,open,above,26,3.295836866
3063,C.fasciculata,none,open,total,32,3.496507561
3064,C.fasciculata,none,open,root.shoot,0.230769231,0.207639365
3065,S.scheelei,none,open,below,13,2.63905733
3066,S.scheelei,none,open,above,8,2.197224577
3067,S.scheelei,none,open,total,21,3.091042453
3068,S.scheelei,none,open,root.shoot,1.625,0.965080896
3069,M.maximus,none,open,below,59,4.094344562
3070,M.maximus,none,open,above,131,4.882801923
3071,M.maximus,none,open,total,190,5.252273428
3072,M.maximus,none,open,root.shoot,0.450381679,0.371826749
3073,X.texanum,crude,shade,below,NA,NA
3074,X.texanum,crude,shade,above,NA,NA
3075,X.texanum,crude,shade,total,NA,NA
3076,X.texanum,crude,shade,root.shoot,NA,NA
3077,C.fasciculata,crude,shade,below,NA,NA
3078,C.fasciculata,crude,shade,above,NA,NA
3079,C.fasciculata,crude,shade,total,NA,NA
3080,C.fasciculata,crude,shade,root.shoot,NA,NA
3081,S.scheelei,crude,shade,below,NA,NA
3082,S.scheelei,crude,shade,above,NA,NA
3083,S.scheelei,crude,shade,total,NA,NA
3084,S.scheelei,crude,shade,root.shoot,NA,NA
3085,M.maximus,crude,shade,below,NA,NA
3086,M.maximus,crude,shade,above,NA,NA
3087,M.maximus,crude,shade,total,NA,NA
3088,M.maximus,crude,shade,root.shoot,NA,NA
3089,X.texanum,standard,shade,below,NA,NA
3090,X.texanum,standard,shade,above,NA,NA
3091,X.texanum,standard,shade,total,NA,NA
3092,X.texanum,standard,shade,root.shoot,NA,NA
3093,C.fasciculata,standard,shade,below,NA,NA
3094,C.fasciculata,standard,shade,above,NA,NA
3095,C.fasciculata,standard,shade,total,NA,NA
3096,C.fasciculata,standard,shade,root.shoot,NA,NA
3097,S.scheelei,standard,shade,below,2.6,1.280933845
3098,S.scheelei,standard,shade,above,2,1.098612289
3099,S.scheelei,standard,shade,total,4.6,1.722766598
3100,S.scheelei,standard,shade,root.shoot,1.3,0.832909123
3101,M.maximus,standard,shade,below,NA,NA
3102,M.maximus,standard,shade,above,NA,NA
3103,M.maximus,standard,shade,total,NA,NA
3104,M.maximus,standard,shade,root.shoot,NA,NA
3105,X.texanum,none,shade,below,NA,NA
3106,X.texanum,none,shade,above,NA,NA
3107,X.texanum,none,shade,total,NA,NA
3108,X.texanum,none,shade,root.shoot,NA,NA
3109,C.fasciculata,none,shade,below,1.8,1.029619417
3110,C.fasciculata,none,shade,above,5,1.791759469
3111,C.fasciculata,none,shade,total,6.8,2.054123734
3112,C.fasciculata,none,shade,root.shoot,0.36,0.3074847
3113,S.scheelei,none,shade,below,2.2,1.16315081
3114,S.scheelei,none,shade,above,2,1.098612289
3115,S.scheelei,none,shade,total,4.2,1.648658626
3116,S.scheelei,none,shade,root.shoot,1.1,0.741937345
3117,M.maximus,none,shade,below,1.6,0.955511445
3118,M.maximus,none,shade,above,4,1.609437912
3119,M.maximus,none,shade,total,5.6,1.887069649
3120,M.maximus,none,shade,root.shoot,0.4,0.336472237
3121,X.texanum,crude,open,below,NA,NA
3122,X.texanum,crude,open,above,NA,NA
3123,X.texanum,crude,open,total,NA,NA
3124,X.texanum,crude,open,root.shoot,NA,NA
3125,C.fasciculata,crude,open,below,37,3.63758616
3126,C.fasciculata,crude,open,above,112,4.727387819
3127,C.fasciculata,crude,open,total,149,5.010635294
3128,C.fasciculata,crude,open,root.shoot,0.330357143,0.285447435
3129,S.scheelei,crude,open,below,9,2.302585093
3130,S.scheelei,crude,open,above,10,2.397895273
3131,S.scheelei,crude,open,total,19,2.995732274
3132,S.scheelei,crude,open,root.shoot,0.9,0.641853886
3133,M.maximus,crude,open,below,76,4.343805422
3134,M.maximus,crude,open,above,121,4.804021045
3135,M.maximus,crude,open,total,197,5.288267031
3136,M.maximus,crude,open,root.shoot,0.628099174,0.487413183
3137,X.texanum,standard,open,below,NA,NA
3138,X.texanum,standard,open,above,NA,NA
3139,X.texanum,standard,open,total,NA,NA
3140,X.texanum,standard,open,root.shoot,NA,NA
3141,C.fasciculata,standard,open,below,21,3.091042453
3142,C.fasciculata,standard,open,above,103,4.644390899
3143,C.fasciculata,standard,open,total,124,4.828313737
3144,C.fasciculata,standard,open,root.shoot,0.203883495,0.185552577
3145,S.scheelei,standard,open,below,12,2.564949357
3146,S.scheelei,standard,open,above,21,3.091042453
3147,S.scheelei,standard,open,total,33,3.526360525
3148,S.scheelei,standard,open,root.shoot,0.571428571,0.451985123
3149,M.maximus,standard,open,below,78,4.369447852
3150,M.maximus,standard,open,above,143,4.9698133
3151,M.maximus,standard,open,total,221,5.402677382
3152,M.maximus,standard,open,root.shoot,0.545454546,0.435318072
3153,X.texanum,none,open,below,NA,NA
3154,X.texanum,none,open,above,NA,NA
3155,X.texanum,none,open,total,NA,NA
3156,X.texanum,none,open,root.shoot,NA,NA
3157,C.fasciculata,none,open,below,3,1.386294361
3158,C.fasciculata,none,open,above,10,2.397895273
3159,C.fasciculata,none,open,total,13,2.63905733
3160,C.fasciculata,none,open,root.shoot,0.3,0.262364264
3161,S.scheelei,none,open,below,4,1.609437912
3162,S.scheelei,none,open,above,5,1.791759469
3163,S.scheelei,none,open,total,9,2.302585093
3164,S.scheelei,none,open,root.shoot,0.8,0.587786665
3165,M.maximus,none,open,below,94,4.553876892
3166,M.maximus,none,open,above,211,5.356586275
3167,M.maximus,none,open,total,305,5.723585102
3168,M.maximus,none,open,root.shoot,0.44549763,0.368453643
3169,X.texanum,crude,shade,below,NA,NA
3170,X.texanum,crude,shade,above,NA,NA
3171,X.texanum,crude,shade,total,NA,NA
3172,X.texanum,crude,shade,root.shoot,NA,NA
3173,C.fasciculata,crude,shade,below,NA,NA
3174,C.fasciculata,crude,shade,above,NA,NA
3175,C.fasciculata,crude,shade,total,NA,NA
3176,C.fasciculata,crude,shade,root.shoot,NA,NA
3177,S.scheelei,crude,shade,below,NA,NA
3178,S.scheelei,crude,shade,above,NA,NA
3179,S.scheelei,crude,shade,total,NA,NA
3180,S.scheelei,crude,shade,root.shoot,NA,NA
3181,M.maximus,crude,shade,below,NA,NA
3182,M.maximus,crude,shade,above,NA,NA
3183,M.maximus,crude,shade,total,NA,NA
3184,M.maximus,crude,shade,root.shoot,NA,NA
3185,X.texanum,standard,shade,below,NA,NA
3186,X.texanum,standard,shade,above,NA,NA
3187,X.texanum,standard,shade,total,NA,NA
3188,X.texanum,standard,shade,root.shoot,NA,NA
3189,C.fasciculata,standard,shade,below,NA,NA
3190,C.fasciculata,standard,shade,above,NA,NA
3191,C.fasciculata,standard,shade,total,NA,NA
3192,C.fasciculata,standard,shade,root.shoot,NA,NA
3193,S.scheelei,standard,shade,below,1,0.693147181
3194,S.scheelei,standard,shade,above,2.2,1.16315081
3195,S.scheelei,standard,shade,total,3.2,1.435084525
3196,S.scheelei,standard,shade,root.shoot,0.454545455,0.37469345
3197,M.maximus,standard,shade,below,NA,NA
3198,M.maximus,standard,shade,above,NA,NA
3199,M.maximus,standard,shade,total,NA,NA
3200,M.maximus,standard,shade,root.shoot,NA,NA
3201,X.texanum,none,shade,below,NA,NA
3202,X.texanum,none,shade,above,NA,NA
3203,X.texanum,none,shade,total,NA,NA
3204,X.texanum,none,shade,root.shoot,NA,NA
3205,C.fasciculata,none,shade,below,NA,NA
3206,C.fasciculata,none,shade,above,NA,NA
3207,C.fasciculata,none,shade,total,NA,NA
3208,C.fasciculata,none,shade,root.shoot,NA,NA
3209,S.scheelei,none,shade,below,0.1,0.09531018
3210,S.scheelei,none,shade,above,1.6,0.955511445
3211,S.scheelei,none,shade,total,1.7,0.993251773
3212,S.scheelei,none,shade,root.shoot,0.0625,0.060624622
3213,M.maximus,none,shade,below,2.1,1.131402111
3214,M.maximus,none,shade,above,3.5,1.504077397
3215,M.maximus,none,shade,total,5.6,1.887069649
3216,M.maximus,none,shade,root.shoot,0.6,0.470003629
3217,X.texanum,crude,open,below,NA,NA
3218,X.texanum,crude,open,above,NA,NA
3219,X.texanum,crude,open,total,NA,NA
3220,X.texanum,crude,open,root.shoot,NA,NA
3221,C.fasciculata,crude,open,below,6,1.945910149
3222,C.fasciculata,crude,open,above,29,3.401197382
3223,C.fasciculata,crude,open,total,35,3.583518938
3224,C.fasciculata,crude,open,root.shoot,0.206896552,0.188052232
3225,S.scheelei,crude,open,below,14,2.708050201
3226,S.scheelei,crude,open,above,18,2.944438979
3227,S.scheelei,crude,open,total,32,3.496507561
3228,S.scheelei,crude,open,root.shoot,0.777777778,0.575364145
3229,M.maximus,crude,open,below,66,4.204692619
3230,M.maximus,crude,open,above,59,4.094344562
3231,M.maximus,crude,open,total,125,4.836281907
3232,M.maximus,crude,open,root.shoot,1.118644068,0.750776293
3233,X.texanum,standard,open,below,NA,NA
3234,X.texanum,standard,open,above,NA,NA
3235,X.texanum,standard,open,total,NA,NA
3236,X.texanum,standard,open,root.shoot,NA,NA
3237,C.fasciculata,standard,open,below,73,4.304065093
3238,C.fasciculata,standard,open,above,60,4.110873864
3239,C.fasciculata,standard,open,total,133,4.8978398
3240,C.fasciculata,standard,open,root.shoot,1.216666667,0.796004566
3241,S.scheelei,standard,open,below,33,3.526360525
3242,S.scheelei,standard,open,above,29,3.401197382
3243,S.scheelei,standard,open,total,62,4.143134726
3244,S.scheelei,standard,open,root.shoot,1.137931034,0.759838555
3245,M.maximus,standard,open,below,48,3.891820298
3246,M.maximus,standard,open,above,33,3.526360525
3247,M.maximus,standard,open,total,81,4.406719247
3248,M.maximus,standard,open,root.shoot,1.454545455,0.897941593
3249,X.texanum,none,open,below,NA,NA
3250,X.texanum,none,open,above,NA,NA
3251,X.texanum,none,open,total,NA,NA
3252,X.texanum,none,open,root.shoot,NA,NA
3253,C.fasciculata,none,open,below,4,1.609437912
3254,C.fasciculata,none,open,above,10,2.397895273
3255,C.fasciculata,none,open,total,14,2.708050201
3256,C.fasciculata,none,open,root.shoot,0.4,0.336472237
3257,S.scheelei,none,open,below,2,1.098612289
3258,S.scheelei,none,open,above,4,1.609437912
3259,S.scheelei,none,open,total,6,1.945910149
3260,S.scheelei,none,open,root.shoot,0.5,0.405465108
3261,M.maximus,none,open,below,39,3.688879454
3262,M.maximus,none,open,above,120,4.795790546
3263,M.maximus,none,open,total,159,5.075173815
3264,M.maximus,none,open,root.shoot,0.325,0.281412459
3265,X.texanum,crude,shade,below,NA,NA
3266,X.texanum,crude,shade,above,NA,NA
3267,X.texanum,crude,shade,total,NA,NA
3268,X.texanum,crude,shade,root.shoot,NA,NA
3269,C.fasciculata,crude,shade,below,NA,NA
3270,C.fasciculata,crude,shade,above,NA,NA
3271,C.fasciculata,crude,shade,total,NA,NA
3272,C.fasciculata,crude,shade,root.shoot,NA,NA
3273,S.scheelei,crude,shade,below,NA,NA
3274,S.scheelei,crude,shade,above,NA,NA
3275,S.scheelei,crude,shade,total,NA,NA
3276,S.scheelei,crude,shade,root.shoot,NA,NA
3277,M.maximus,crude,shade,below,NA,NA
3278,M.maximus,crude,shade,above,NA,NA
3279,M.maximus,crude,shade,total,NA,NA
3280,M.maximus,crude,shade,root.shoot,NA,NA
3281,X.texanum,standard,shade,below,NA,NA
3282,X.texanum,standard,shade,above,NA,NA
3283,X.texanum,standard,shade,total,NA,NA
3284,X.texanum,standard,shade,root.shoot,NA,NA
3285,C.fasciculata,standard,shade,below,NA,NA
3286,C.fasciculata,standard,shade,above,NA,NA
3287,C.fasciculata,standard,shade,total,NA,NA
3288,C.fasciculata,standard,shade,root.shoot,NA,NA
3289,S.scheelei,standard,shade,below,1.7,0.993251773
3290,S.scheelei,standard,shade,above,2.1,1.131402111
3291,S.scheelei,standard,shade,total,3.8,1.568615918
3292,S.scheelei,standard,shade,root.shoot,0.80952381,0.593063722
3293,M.maximus,standard,shade,below,NA,NA
3294,M.maximus,standard,shade,above,NA,NA
3295,M.maximus,standard,shade,total,NA,NA
3296,M.maximus,standard,shade,root.shoot,NA,NA
3297,X.texanum,none,shade,below,NA,NA
3298,X.texanum,none,shade,above,NA,NA
3299,X.texanum,none,shade,total,NA,NA
3300,X.texanum,none,shade,root.shoot,NA,NA
3301,C.fasciculata,none,shade,below,NA,NA
3302,C.fasciculata,none,shade,above,NA,NA
3303,C.fasciculata,none,shade,total,NA,NA
3304,C.fasciculata,none,shade,root.shoot,NA,NA
3305,S.scheelei,none,shade,below,2,1.098612289
3306,S.scheelei,none,shade,above,2,1.098612289
3307,S.scheelei,none,shade,total,4,1.609437912
3308,S.scheelei,none,shade,root.shoot,1,0.693147181
3309,M.maximus,none,shade,below,0.7,0.530628251
3310,M.maximus,none,shade,above,4.5,1.704748092
3311,M.maximus,none,shade,total,5.2,1.824549292
3312,M.maximus,none,shade,root.shoot,0.155555556,0.144581229
3313,X.texanum,crude,open,below,NA,NA
3314,X.texanum,crude,open,above,NA,NA
3315,X.texanum,crude,open,total,NA,NA
3316,X.texanum,crude,open,root.shoot,NA,NA
3317,C.fasciculata,crude,open,below,9,2.302585093
3318,C.fasciculata,crude,open,above,22,3.135494216
3319,C.fasciculata,crude,open,total,31,3.465735903
3320,C.fasciculata,crude,open,root.shoot,0.409090909,0.342944751
3321,S.scheelei,crude,open,below,2,1.098612289
3322,S.scheelei,crude,open,above,7,2.079441542
3323,S.scheelei,crude,open,total,9,2.302585093
3324,S.scheelei,crude,open,root.shoot,0.285714286,0.251314429
3325,M.maximus,crude,open,below,38,3.663561646
3326,M.maximus,crude,open,above,94,4.553876892
3327,M.maximus,crude,open,total,132,4.890349128
3328,M.maximus,crude,open,root.shoot,0.404255319,0.33950714
3329,X.texanum,standard,open,below,NA,NA
3330,X.texanum,standard,open,above,NA,NA
3331,X.texanum,standard,open,total,NA,NA
3332,X.texanum,standard,open,root.shoot,NA,NA
3333,C.fasciculata,standard,open,below,42,3.761200116
3334,C.fasciculata,standard,open,above,64,4.17438727
3335,C.fasciculata,standard,open,total,106,4.672828834
3336,C.fasciculata,standard,open,root.shoot,0.65625,0.504556011
3337,S.scheelei,standard,open,below,11,2.48490665
3338,S.scheelei,standard,open,above,19,2.995732274
3339,S.scheelei,standard,open,total,30,3.433987204
3340,S.scheelei,standard,open,root.shoot,0.578947368,0.456758402
3341,M.maximus,standard,open,below,61,4.127134385
3342,M.maximus,standard,open,above,106,4.672828834
3343,M.maximus,standard,open,total,167,5.123963979
3344,M.maximus,standard,open,root.shoot,0.575471698,0.454554718
3345,X.texanum,none,open,below,NA,NA
3346,X.texanum,none,open,above,NA,NA
3347,X.texanum,none,open,total,NA,NA
3348,X.texanum,none,open,root.shoot,NA,NA
3349,C.fasciculata,none,open,below,17,2.890371758
3350,C.fasciculata,none,open,above,18,2.944438979
